CIMedian_TopM_R1vsTopM_R4,CIMean_TopM_R1vsTopM_R4,CIMedian_TopS_R1vsTopS_R4,CIMean_TopS_R1vsTopS_R4,CIMedian_TopXS_R1vsTopXS_R4,CIMean_TopXS_R1vsTopXS_R4
"[-0.8651, -0.8106]","[-0.8651, -0.8106]","[-0.8651, -0.8106]","[-0.8651, -0.8106]","[-0.8651, -0.8106]","[-0.8651, -0.8106]"
