potencia_x,potencia_y,potencia_z,potencia_total_xyz
0.00016261680235933,7.33584300412633e-05,0.000272945505437378,0.000508920737837971
0.000110537049717904,0.000351606283037759,0.000400191258412656,0.000862334591168318
0.000290400591294818,0.00112548332739791,0.000941465217089163,0.00235734913578189
0.000347595899793753,0.00120502256054591,0.000844970021865321,0.00239758848220498
0.000148342187595598,0.000282174474760622,0.000280959809708494,0.000711476472064715
0.000114543278442269,0.000394561050824971,0.000325387143515066,0.000834491472782307
8.24848394502809e-05,0.000316099615975477,0.000387362523034987,0.000785946978460745
0.000234601553031526,0.000808567219915884,0.000755300288094009,0.00179846906104142
0.000293761821047649,0.00113695866136073,0.000974847158220022,0.0024055676406284
0.000238165787366725,0.000770508303249386,0.000525381343252712,0.00153405543386882
0.000202048554832372,0.000635458535499878,0.000677009815424125,0.00151451690575637
0.000137747587682709,0.000435608336877719,0.000397707862357159,0.000971063786917587
9.61424542642332e-05,0.000289048671897113,0.000306434464827104,0.00069162559098845
0.000143594607363056,0.00041672689289722,0.000443758919898709,0.00100408042015898
0.000225492591018347,0.000960873806401522,0.000896844414033136,0.00208321081145301
9.51494198046684e-05,0.000263857976722777,0.000298497264992544,0.000657504661519989
0.0001065438409839,0.000371792741650276,0.000419145728987286,0.000897482311621461
6.4053126721891e-05,0.000192861893482218,0.000246588770030638,0.000503503790234747
8.57688788323905e-05,0.000279929782768236,0.000195919100451279,0.000561617762051906
