# OpenSignals Text File Format
# {"00:07:80:0F:31:50":{"sensor":["ECG","XYZ","XYZ","XYZ"],"device name":"00:07:80:0F:31:50","column":["nSeq","DI","ECG","XYZ","XYZ","XYZ"],"sync interval":2,"time":"14:31:17","comments":"","keywords":"","device connection":"BTH00:07:80:0F:31:50","channels":[1,2,3,4],"date":"2024-03-27","mode":0,"digital IO":[0,1],"firmware version":775,"device":"biosignalsplux","position":0,"sampling rate":1000,"label":["ECG","XYZ","XYZ","XYZ"],"resolution":[16,16,16,16],"special":[{},{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	63776	35296	32868	28458
1	0	64044	35312	32868	28464
2	0	64088	35304	32864	28460
3	0	64004	35296	32858	28460
4	0	41732	35280	32861	28450
5	0	21236	35273	32864	28432
6	0	10790	35272	32864	28436
7	0	5384	35256	32864	28436
8	0	2604	35252	32864	28440
9	0	1213	35236	32864	28448
10	0	562	35232	32868	28440
11	0	362	35224	32864	28436
12	0	317	35220	32860	28436
13	0	336	35205	32844	28448
14	0	27866	35208	32856	28454
15	0	45396	35232	32880	28444
16	0	54348	35260	32872	28452
17	0	59192	35264	32868	28452
18	0	61776	35248	32868	28448
19	0	63136	35256	32864	28450
20	0	63776	35288	32860	28456
21	0	64064	35288	32868	28456
22	0	64104	35296	32868	28448
23	0	64000	35276	32864	28430
24	0	41312	35236	32860	28428
25	0	21044	35228	32864	28444
26	0	10692	35248	32864	28442
27	0	5334	35242	32872	28448
28	0	2584	35228	32884	28440
29	0	1208	35208	32880	28436
30	0	564	35220	32872	28444
31	0	356	35204	32864	28460
32	0	325	35178	32864	28440
33	0	350	35185	32866	28440
34	0	27796	35185	32868	28433
35	0	45360	35224	32856	28440
36	0	54340	35234	32868	28438
37	0	59184	35242	32864	28456
38	0	61792	35262	32872	28440
39	0	63136	35256	32876	28440
40	0	63780	35248	32888	28436
41	0	64072	35256	32888	28440
42	0	64104	35288	32888	28424
43	0	64008	35292	32896	28432
44	0	42024	35266	32880	28424
45	0	21406	35240	32880	28432
46	0	10877	35232	32896	28436
47	0	5444	35228	32904	28424
48	0	2634	35208	32904	28433
49	0	1238	35192	32896	28432
50	0	577	35202	32896	28432
51	0	377	35200	32892	28416
52	0	326	35174	32888	28408
53	0	353	35158	32888	28408
54	0	27497	35164	32876	28416
55	0	45216	35184	32880	28420
56	0	54240	35200	32884	28432
57	0	59136	35250	32884	28428
58	0	61776	35244	32888	28428
59	0	63136	35264	32884	28432
60	0	63776	35268	32888	28432
61	0	64064	35256	32880	28440
62	0	64096	35256	32858	28448
63	0	64032	35250	32858	28424
64	0	42013	35245	32864	28416
65	0	21394	35236	32850	28425
66	0	10880	35224	32856	28421
67	0	5440	35218	32866	28426
68	0	2646	35216	32864	28432
69	0	1239	35208	32869	28432
70	0	586	35212	32864	28440
71	0	373	35192	32864	28441
72	0	337	35184	32864	28437
73	0	354	35200	32858	28432
74	0	27848	35200	32862	28436
75	0	45396	35232	32864	28436
76	0	54352	35264	32875	28444
77	0	59208	35276	32876	28448
78	0	61792	35272	32860	28444
79	0	63152	35280	32868	28440
80	0	63792	35300	32856	28456
81	0	64068	35306	32852	28456
82	0	64112	35304	32848	28450
83	0	64032	35296	32856	28460
84	0	42244	35272	32849	28448
85	0	21512	35256	32844	28450
86	0	10938	35224	32837	28460
87	0	5473	35216	32840	28450
88	0	2653	35208	32856	28452
89	0	1242	35212	32848	28452
90	0	586	35208	32844	28456
91	0	363	35220	32848	28466
92	0	335	35232	32840	28456
93	0	350	35228	32848	28472
94	0	28364	35256	32854	28468
95	0	45664	35260	32852	28464
96	0	54496	35284	32868	28474
97	0	59280	35300	32852	28468
98	0	61848	35316	32872	28452
99	0	63160	35320	32868	28464
100	0	63816	35320	32862	28468
101	0	64072	35288	32858	28456
102	0	64116	35254	32833	28448
103	0	64016	35268	32824	28436
104	0	42129	35264	32824	28440
105	0	21448	35264	32834	28434
106	0	10910	35253	32840	28429
107	0	5449	35264	32852	28440
108	0	2643	35268	32866	28448
109	0	1238	35252	32852	28448
110	0	583	35242	32842	28448
111	0	373	35228	32844	28472
112	0	328	35232	32840	28464
113	0	349	35234	32832	28470
114	0	27652	35232	32832	28466
115	0	45288	35268	32832	28465
116	0	54296	35268	32840	28472
117	0	59168	35308	32848	28464
118	0	61780	35308	32849	28466
119	0	63136	35308	32848	28456
120	0	63788	35328	32856	28464
121	0	64068	35336	32856	28476
122	0	64092	35336	32848	28468
123	0	64016	35332	32832	28466
124	0	40498	35312	32844	28456
125	0	20648	35292	32832	28448
126	0	10496	35268	32832	28452
127	0	5243	35252	32808	28456
128	0	2544	35228	32800	28452
129	0	1198	35232	32800	28456
130	0	569	35216	32800	28456
131	0	374	35236	32812	28456
132	0	338	35248	32820	28448
133	0	364	35258	32812	28448
