# OpenSignals Text File Format
# {"00:07:80:0F:31:50":{"sensor":["ECG","XYZ","XYZ","XYZ"],"device name":"00:07:80:0F:31:50","column":["nSeq","DI","ECG","XYZ","XYZ","XYZ"],"sync interval":2,"time":"14:32:59","comments":"","keywords":"","device connection":"BTH00:07:80:0F:31:50","channels":[1,2,3,4],"date":"2024-03-27","mode":0,"digital IO":[0,1],"firmware version":775,"device":"biosignalsplux","position":0,"sampling rate":1000,"label":["ECG","XYZ","XYZ","XYZ"],"resolution":[16,16,16,16],"special":[{},{},{},{}],"sleeve color":["UNKNOWN","UNKNOWN","UNKNOWN","UNKNOWN"]}}
# EndOfHeader
0	0	908	32820	33788	28088
1	0	758	32832	33802	28060
2	0	797	32800	33786	28060
3	0	815	32796	33780	28056
4	0	31348	32804	33792	28056
5	0	47382	32808	33780	28064
6	0	55628	32844	33796	28064
7	0	60112	32872	33792	28064
8	0	62496	32872	33788	28062
9	0	63716	32864	33800	28056
10	0	64296	32872	33790	28068
11	0	64548	32880	33784	28082
12	0	64536	32864	33780	28084
13	0	64464	32886	33772	28074
14	0	33844	32874	33778	28060
15	0	17497	32852	33784	28060
16	0	9114	32824	33776	28064
17	0	4756	32804	33784	28066
18	0	2528	32812	33772	28084
19	0	1435	32792	33784	28084
20	0	930	32802	33772	28088
21	0	784	32809	33776	28090
22	0	810	32812	33776	28080
23	0	834	32794	33782	28076
24	0	31032	32800	33784	28068
25	0	47216	32820	33780	28068
26	0	55552	32852	33788	28064
27	0	60064	32856	33780	28056
28	0	62484	32864	33776	28053
29	0	63732	32864	33778	28072
30	0	64328	32872	33792	28072
31	0	64568	32888	33780	28080
32	0	64556	32888	33780	28080
33	0	64480	32872	33760	28084
34	0	34184	32860	33764	28074
35	0	17672	32840	33776	28061
36	0	9218	32820	33784	28052
37	0	4811	32828	33786	28064
38	0	2570	32816	33784	28064
39	0	1460	32800	33804	28064
40	0	955	32804	33792	28056
41	0	807	32790	33776	28060
42	0	833	32792	33768	28064
43	0	837	32792	33776	28074
44	0	33117	32804	33780	28064
45	0	48304	32796	33776	28072
46	0	56144	32808	33784	28068
47	0	60396	32844	33796	28076
48	0	62672	32850	33784	28068
49	0	63808	32864	33792	28068
50	0	64376	32908	33786	28080
51	0	64576	32904	33800	28080
52	0	64560	32888	33784	28072
53	0	64464	32880	33788	28077
54	0	34090	32840	33780	28064
55	0	17626	32840	33794	28060
56	0	9181	32832	33800	28064
57	0	4784	32820	33792	28068
58	0	2551	32818	33792	28068
59	0	1442	32816	33800	28066
60	0	937	32800	33800	28060
61	0	802	32792	33784	28056
62	0	823	32784	33780	28072
63	0	2284	32776	33756	28062
64	0	33844	32788	33768	28072
65	0	48668	32792	33774	28067
66	0	56320	32818	33781	28072
67	0	60500	32824	33780	28072
68	0	62704	32840	33788	28068
69	0	63840	32852	33792	28076
70	0	64352	32864	33804	28074
71	0	64560	32856	33800	28064
72	0	64536	32880	33794	28060
73	0	64460	32880	33794	28080
74	0	33996	32850	33780	28065
75	0	17554	32834	33772	28072
76	0	9142	32826	33776	28076
77	0	4766	32840	33768	28082
78	0	2525	32832	33784	28084
79	0	1428	32812	33796	28072
80	0	920	32816	33792	28068
81	0	789	32796	33792	28061
82	0	807	32812	33784	28060
83	0	1153	32806	33792	28072
84	0	33524	32812	33784	28084
85	0	48488	32814	33778	28084
86	0	56232	32832	33784	28096
87	0	60436	32840	33792	28088
88	0	62680	32840	33784	28076
89	0	63808	32840	33784	28070
90	0	64328	32844	33776	28068
91	0	64544	32846	33794	28058
92	0	64528	32856	33786	28068
93	0	64440	32864	33776	28068
94	0	33996	32840	33776	28064
95	0	17561	32820	33778	28060
96	0	9137	32812	33784	28060
97	0	4756	32808	33786	28088
98	0	2518	32796	33772	28084
99	0	1414	32772	33772	28076
100	0	910	32792	33776	28080
101	0	772	32788	33776	28072
102	0	793	32770	33760	28058
103	0	1492	32768	33760	28072
104	0	33608	32800	33761	28084
105	0	48532	32816	33772	28072
106	0	56248	32816	33784	28068
107	0	60432	32836	33800	28064
108	0	62656	32848	33804	28072
109	0	63792	32856	33802	28072
110	0	64336	32868	33800	28074
111	0	64538	32860	33784	28072
112	0	64516	32872	33786	28072
113	0	64428	32852	33776	28070
114	0	33716	32832	33772	28078
115	0	17412	32841	33772	28074
116	0	9056	32832	33772	28072
117	0	4709	32818	33768	28084
118	0	2488	32816	33784	28064
119	0	1388	32808	33784	28064
120	0	901	32820	33788	28060
121	0	767	32808	33780	28056
122	0	783	32784	33772	28060
123	0	1135	32784	33772	28058
124	0	33488	32786	33772	28060
125	0	48472	32800	33776	28072
126	0	56208	32816	33784	28072
127	0	60400	32844	33788	28064
128	0	62656	32864	33792	28056
129	0	63788	32864	33784	28064
130	0	64312	32860	33788	28066
131	0	64520	32884	33786	28060
132	0	64504	32880	33780	28072
133	0	64432	32864	33788	28072
134	0	33584	32840	33772	28060
135	0	17352	32826	33784	28064
136	0	9014	32824	33784	28072
137	0	4688	32814	33784	28072
138	0	2479	32816	33784	28072
139	0	1382	32828	33784	28080
140	0	892	32808	33792	28072
141	0	754	32788	33796	28072
142	0	779	32788	33792	28058
143	0	1007	32776	33776	28060
144	0	33434	32800	33776	28074
145	0	48440	32820	33776	28064
146	0	56180	32816	33784	28072
147	0	60388	32824	33772	28072
148	0	62632	32852	33768	28080
149	0	63776	32848	33768	28080
150	0	64320	32850	33780	28074
151	0	64520	32856	33780	28074
152	0	64512	32856	33784	28077
153	0	64428	32847	33778	28072
154	0	33906	32826	33772	28064
155	0	17513	32824	33777	28060
156	0	9112	32820	33784	28060
157	0	4731	32824	33784	28068
158	0	2493	32794	33780	28084
159	0	1384	32784	33780	28076
160	0	887	32796	33788	28068
161	0	744	32792	33776	28072
162	0	771	32792	33786	28072
163	0	1005	32752	33772	28070
164	0	33433	32772	33772	28056
165	0	48432	32780	33768	28048
166	0	56168	32804	33776	28052
167	0	60384	32840	33776	28073
168	0	62624	32852	33768	28084
169	0	63772	32858	33788	28084
170	0	64304	32868	33784	28076
171	0	64508	32872	33792	28072
172	0	64482	32864	33776	28072
173	0	64424	32856	33772	28076
174	0	34264	32824	33768	28084
175	0	17688	32792	33762	28064
176	0	9191	32772	33784	28072
177	0	4762	32780	33784	28060
178	0	2502	32798	33768	28076
179	0	1389	32788	33786	28058
180	0	882	32788	33784	28072
181	0	736	32768	33772	28068
182	0	760	32760	33768	28068
183	0	2578	32744	33786	28062
184	0	33865	32768	33784	28060
185	0	48644	32800	33780	28064
186	0	56288	32824	33784	28060
187	0	60432	32832	33784	28050
188	0	62656	32848	33780	28056
189	0	63768	32864	33772	28056
190	0	64304	32860	33776	28072
191	0	64504	32856	33765	28084
192	0	64488	32856	33772	28074
193	0	64392	32850	33772	28060
194	0	33824	32848	33776	28060
195	0	17456	32824	33772	28061
196	0	9053	32824	33780	28072
197	0	4688	32808	33780	28072
198	0	2460	32794	33796	28064
199	0	1366	32804	33792	28068
200	0	853	32800	33800	28060
201	0	704	32804	33786	28056
202	0	733	32772	33780	28068
203	0	761	32772	33768	28060
204	0	31380	32770	33770	28060
205	0	47360	32788	33780	28060
206	0	55604	32832	33768	28058
207	0	60064	32840	33764	28068
208	0	62448	32840	33772	28072
209	0	63688	32832	33764	28076
210	0	64268	32840	33776	28080
211	0	64488	32856	33782	28064
212	0	64488	32846	33792	28052
213	0	64404	32846	33778	28056
214	0	34348	32812	33774	28064
215	0	17732	32804	33772	28068
216	0	9208	32808	33765	28069
217	0	4778	32800	33776	28064
218	0	2518	32796	33776	28064
219	0	1396	32808	33780	28056
220	0	885	32800	33776	28068
221	0	745	32800	33776	28076
222	0	768	32784	33768	28072
223	0	2537	32770	33756	28064
224	0	33860	32800	33772	28056
225	0	48656	32826	33770	28064
226	0	56276	32826	33772	28066
227	0	60448	32824	33784	28064
228	0	62652	32840	33780	28068
229	0	63776	32824	33784	28072
230	0	64296	32840	33781	28068
231	0	64520	32848	33788	28064
232	0	64464	32841	33772	28056
233	0	64392	32832	33772	28070
234	0	34276	32808	33770	28068
235	0	17682	32802	33776	28066
236	0	9186	32796	33788	28064
237	0	4748	32800	33776	28056
238	0	2491	32800	33784	28074
239	0	1372	32776	33776	28076
240	0	873	32788	33772	28077
241	0	730	32784	33768	28080
242	0	743	32776	33768	28064
243	0	2196	32776	33781	28064
244	0	33750	32788	33772	28076
245	0	48580	32828	33770	28080
246	0	56248	32816	33784	28080
247	0	60408	32836	33768	28088
248	0	62632	32856	33768	28084
249	0	63756	32832	33776	28084
250	0	64288	32868	33772	28080
251	0	64496	32860	33764	28096
252	0	64472	32856	33760	28082
253	0	64384	32852	33760	28084
254	0	34184	32832	33772	28094
255	0	17624	32812	33772	28076
256	0	9144	32796	33780	28072
257	0	4731	32792	33784	28072
