potencia_x,potencia_y,potencia_z,potencia_total_xyz
0.000406704207195646,0.00227181373058899,0.000640396332809975,0.00331891427059461
2.21171720510674e-05,2.98761555832691e-05,0.000429687812284979,0.000481681139919315
1.83371463870954e-05,1.78413743113629e-05,0.000310378941857308,0.000346557462555766
1.57035115615365e-05,2.4247841048981e-05,0.000443657783478952,0.00048360913608947
1.04797037545989e-05,1.81314261324207e-05,0.000334438430599775,0.000363049560486795
1.07231372894998e-05,1.75707009622692e-05,0.000313752899225523,0.000342046737477292
1.01413605890426e-05,1.51410094926547e-05,0.000289086728942912,0.00031436909902461
4.05778685302006e-05,6.48156369745734e-05,0.00116637600451093,0.00127176951001571
1.27052770212319e-05,2.13681840699212e-05,0.000327089340110418,0.000361162801201571
1.4188935078963e-05,1.90780988768482e-05,0.000283229470950664,0.000316496504906475
1.03045701856506e-05,1.36067854005243e-05,0.000249874591514134,0.000273785947100309
9.38891874171723e-06,1.42928430395564e-05,0.000240501443417483,0.000264183205198756
1.13314504024085e-05,1.96689011572793e-05,0.000280764793429179,0.000311765144988867
0.000105543328768987,0.000242966725428637,0.00229536149432974,0.00264387154852736
0.000128710971372606,0.000222634078755578,0.000998453912972788,0.00134979896310097
9.26773605315392e-06,1.43314827578115e-05,0.000304818830050743,0.000328418048861708
8.68864784773909e-06,1.15128936673021e-05,0.000286506299959618,0.00030670784147466
1.15329256051318e-05,1.42587657941149e-05,0.000349038411415372,0.000374830102814619
2.52581549374791e-05,4.91172765989224e-05,0.000446419806880455,0.000520795238416856
9.786112333351e-06,1.22975699515712e-05,0.000351160831556818,0.000373244513841741
4.95794609647261e-05,0.000180124143835685,0.00189409119882433,0.00212379480362475
3.44623078276193e-05,3.89310107969768e-05,0.00049854768538025,0.000571941004004846
3.60918741434972e-05,4.61491905530575e-05,0.000772936195955274,0.000855177260651829
8.5090085758211e-05,0.000539906664798251,0.00239137257905281,0.00301636932960927
3.51168857219886e-05,3.80675158484514e-05,0.000646497080509436,0.000719681482079876
4.79901837393662e-05,4.53576696498881e-05,0.000597791590686312,0.000691139444075566
