potencia_x,potencia_y,potencia_z,potencia_total_xyz
0.000518999176867676,0.00239362175378979,0.00239333669930924,0.00530595762996671
0.000443388651750907,0.000847895840583582,0.00360166282016313,0.00489294731249762
0.000191411631305755,0.000346968955766599,0.0012253543550818,0.00176373494215416
3.52775105449691e-05,4.00619177932964e-05,0.000757930565958679,0.000833269994296944
2.1351928317348e-05,2.64733950561661e-05,0.000640714277368655,0.000688539600742169
3.1436773726616e-05,5.11340975956154e-05,0.000645580452697504,0.000728151324019735
0.000295140523757236,0.000357075897585934,0.00167472408871719,0.00232694051006036
1.79117690981709e-05,2.13763495843087e-05,0.000522889826861581,0.00056217794554406
1.93162436951948e-05,2.24137967041142e-05,0.000456547444365541,0.00049827748476485
1.62648491544013e-05,1.8954596602329e-05,0.000456630072972642,0.000491849518729372
1.64211846297397e-05,1.98503238663148e-05,0.000458239742792828,0.000494511251288882
4.30791921360962e-05,4.3740225545894e-05,0.000660327294835554,0.000747146712517544
3.84532742110742e-05,7.43836125760078e-05,0.000707791909854677,0.000820628796641759
1.89360164193432e-05,2.10213097756997e-05,0.000409489146151814,0.000449446472346856
2.56733994886719e-05,2.23182936825368e-05,0.000407657373267948,0.000455649066439156
3.2814838924424e-05,3.01241692017048e-05,0.00045831094438827,0.000521249952514399
2.1942447803763e-05,2.82237032972265e-05,0.000467186250390518,0.000517352401491507
1.8454093610236e-05,2.08513730506043e-05,0.000487169510060315,0.000526474976721156
2.98775078512039e-05,4.02429721930947e-05,0.000549087854324132,0.000619208334368431
2.3441644405562e-05,2.94190226651443e-05,0.000485681140140518,0.000538541807211224
2.01278353985212e-05,2.54606490126137e-05,0.00042527691867158,0.000470865403082715
3.02873364385828e-05,3.50797537717055e-05,0.000540640122216139,0.000606007212426427
8.00653925389247e-05,0.00017081104230692,0.00115816782445808,0.00140904425930392
1.56060977117496e-05,1.89231982000794e-05,0.000457693428869392,0.000492222724781221
3.13364145740728e-05,4.23553529693438e-05,0.000485689047309366,0.000559380814852783
1.90917373487957e-05,2.16036068059373e-05,0.000477626513036469,0.000518321857191202
1.87618067235569e-05,1.97771558551773e-05,0.000436606062102231,0.000475145024680965
1.7267544495024e-05,2.31519276254784e-05,0.000439878885434899,0.000480298357555401
2.72973271633915e-05,3.78187067025298e-05,0.000597639140691308,0.000662755174557229
2.00604670731622e-05,2.36101626885046e-05,0.000507919541351747,0.000551590171113414
2.56635860229006e-05,3.20403866103833e-05,0.000437673137700617,0.000495377110333901
3.05127124155343e-05,3.49556904643072e-05,0.000515111920690789,0.00058058032357063
1.47885307051157e-05,1.9412124005931e-05,0.000353274729261024,0.000387475383972071
1.34102877876248e-05,1.64705512847945e-05,0.000330928828941343,0.000360809668013763
1.84338424711129e-05,2.15506503681108e-05,0.000397759123378148,0.000437743616217371
1.78157996959218e-05,2.09034208034702e-05,0.000390633409535466,0.000429352630034858
1.84983592943382e-05,2.64404565635723e-05,0.000365999093952928,0.000410937909810839
1.79387965831557e-05,2.04900728107967e-05,0.000392148451939771,0.000430577321333723
0.000137529250681701,0.000130507399008909,0.00108081603530527,0.00134885268499588
2.05371320837556e-05,3.01470444040877e-05,0.000538413040952896,0.000589097217440739
2.33967033313664e-05,3.88473051940113e-05,0.00051318768531865,0.000575431693844028
2.7989141018346e-05,3.78385976815689e-05,0.000404654857776169,0.000470482596476084
1.52615921788028e-05,1.71707529751243e-05,0.000357790890558652,0.00039022323571258
1.75648936677753e-05,2.35856650420645e-05,0.000354139932755045,0.000395290491464885
9.61809594685257e-06,1.14514916271979e-05,0.000241604042915745,0.000262673630489795
