potencia_x,potencia_y,potencia_z,potencia_total_xyz
0.000253106347900744,0.0022521786301505,0.00228709919506428,0.00479238417311553
0.000123492370589255,8.44654165665387e-05,0.00153935121163662,0.00174730899879241
0.000568164052033826,0.000785745708739801,0.00360431419110104,0.00495822395187466
0.000585479729372882,0.000766393173316452,0.00346588032768619,0.00481775323037553
0.000507658339938034,0.00033868429724324,0.00379313536565539,0.00463947800283667
7.11333029701433e-05,9.57794681457151e-05,0.00177790047536365,0.00194481324647951
0.000213725291940984,0.000600511229830549,0.00760929649483076,0.00842353301660229
9.68130758099798e-05,8.62368779841453e-05,0.00186867869616707,0.00205172864996119
0.000190782106176355,0.000192882991040101,0.0018600760020879,0.00224374109930436
0.000363941993855076,0.000498837990758182,0.00401647336235694,0.0048792533469702
0.000206638112049944,0.000470709836966359,0.002534542402451,0.00321189035146731
0.000119291659688927,0.000153965465991804,0.00134694222519745,0.00162019935087819
6.37503735138771e-05,8.08376277582742e-05,0.00084514852451738,0.000989736525789531
3.42954740336767e-05,1.99815004751872e-05,0.000804007107303562,0.000858284081812426
4.75507439793481e-05,5.86823204090679e-05,0.00169497382042489,0.00180120688481331
4.57437894550305e-05,3.94712403046759e-05,0.00077519940587267,0.000860414435632377
4.82048760281247e-05,3.86681237681971e-05,0.000893101745524274,0.000979974745320596
0.000276531186920238,0.000719461761345208,0.00551335555337559,0.00650934850164103
4.14358954581273e-05,3.89847453314133e-05,0.00102368366655689,0.00110410430734643
2.52172136391795e-05,2.27085266483022e-05,0.000639465461139012,0.000687391201426494
2.84892165424553e-05,2.4943863836517e-05,0.000647140388809054,0.000700573469188027
6.67639733395047e-05,0.000108993207494795,0.00159585142839335,0.00177160860922765
2.711722578581e-05,2.73463260140779e-05,0.00100533326739807,0.00105979681919796
3.64103529549985e-05,3.72589282107597e-05,0.000815653118929086,0.000889322400094844
0.00019208749170351,0.000296040154372967,0.00173051769363415,0.00221864533971063
4.63165281799119e-05,9.47481338035381e-05,0.00109443420911185,0.0012354988710953
2.55930263587179e-05,1.98187973143609e-05,0.000681640959483396,0.000727052783156475
9.50621637763958e-05,0.000260330970347344,0.0030959231937892,0.00345131632791294
1.96403425454552e-05,1.40685020648798e-05,0.000717739265054851,0.000751448109665186
2.49738616290296e-05,1.91458368803084e-05,0.00052345061928154,0.000567570317790878
1.86865671819593e-05,1.52949140625931e-05,0.000649717379108696,0.000683698860353248
2.61786172210141e-05,2.68562055833308e-05,0.00108927873358933,0.00114231355639367
2.90113664577326e-05,3.70133980233647e-05,0.0010664806718842,0.0011325054363653
6.26740708257481e-05,8.41406362362851e-05,0.00107326329156033,0.00122007799862236
2.37926885080654e-05,6.29613786718689e-05,0.000795166974364198,0.000881921041544133
3.08770397876433e-05,5.20601948639323e-05,0.000993490017992621,0.0010764272526442
2.58259762687553e-05,1.48444945383725e-05,0.000499036109163783,0.000539706579970911
2.81964847916207e-05,2.55490060244747e-05,0.000628426380743806,0.000682171871559901
4.27751711144411e-05,4.94323742204292e-05,0.000755543956449476,0.000847751501784347
5.44959527900401e-05,4.33154749308528e-05,0.000767559312500815,0.000865370740221708
5.59367081689987e-05,4.3760106844352e-05,0.000690664747891869,0.000790361562905219
3.13108741723579e-05,4.36767453541386e-05,0.000626001848839113,0.00070098946836561
5.48307053627039e-05,4.08118161762049e-05,0.000815686255683079,0.000911328777221987
